consumption	cylinders	displacement	horsepower	weight	acceleration	year	origin	name
8.400537754	4	2474.437	90	1214.719376	10.25265015	80	U.S.	Chevrolet Citation
8.909661254	4	2294.18	88	1301.80904	11.24684653	80	U.S.	Ford Fairmont
9.67963198	4	2474.437	90	1362.136776	12.48959201	80	U.S.	Amc Concord
12.31492446	6	3687.075	90	1533.594552	11.61967018	80	U.S.	Dodge Aspen
6.85758184	4	1589.539	78	992.459296	9.817689239	80	Europe	Audi 4000
7.893122722	4	2195.858	90	1229.687912	9.631277418	80	Japan	Toyota Corona Liftback
7.514858054	4	1966.44	75	1153.030864	10.87402289	80	Japan	Mazda 626
6.357163706	4	1950.053	92	1104.042928	9.32059105	80	Japan	Datsun 510 Hatchback
7.304815438	4	1769.796	75	1027.38588	9.444865597	80	Japan	Toyota Corolla
5.047533414	4	1409.282	65	957.07912	11.12257199	80	Japan	Mazda Glc
8.430647208	4	2556.372	105	1270.0576	8.947767408	80	U.S.	Dodge Colt
5.765074929	4	1392.895	65	957.07912	11.93035654	80	Japan	Datsun 210
5.309594968	4	1474.83	48	945.73932	13.48378839	80	Europe	Vw Rabbit C (Diesel)
5.419701777	4	1474.83	48	1059.13732	14.72653386	80	Europe	Vw Dasher (Diesel)
6.461952118	5	1982.827	67	1338.0964	12.36531746	80	Europe	Audi 5000S (Diesel)
7.840501903	4	2392.502	67	1474.174	13.54592566	80	Europe	Mercedes-Benz 240D
5.273880204	4	1491.217	67	839.1452	8.574943766	80	Japan	Honda Civic 1500 Gl
5.750979391	4	1392.895		832.34132	10.74974834	80	Europe	Renault Lecar Deluxe
6.959025358	4	1589.539	67	972.95484	11.18470926	80	Japan	Subaru Dl
7.893122722	4	1458.443	62	836.87724	9.507002871	80	Europe	Vokswagen Rabbit
7.193121012	6	2753.016	132	1319.95272	7.083649198	80	Japan	Datsun 280-Zx
9.924685954	3	1147.09	100	1097.69264	7.767159208	80	Japan	Mazda Rx-7 Gs
6.720430203	4	1999.214	88	1133.98	9.382728323	80	Europe	Triumph Tr7 Coupe
9.966739708	4	2294.18		1317.68476	8.885630134	80	U.S.	Ford Mustang Cobra
7.259723985	4	1753.409	72	1038.72568	10.56333652	80	Japan	Honda Accord
8.647612394	4	2212.245	84	1129.44408	9.755551965	81	U.S.	Plymouth Reliant
8.84267132	4	2474.437	84	1195.21492	10.19051288	81	U.S.	Buick Skylark
9.116862678	4	2556.372	92	1188.41104	8.947767408	81	U.S.	Dodge Aries Wagon (Sw)
10.00915137	6	2834.951	110	1236.0382	7.829296482	81	U.S.	Chevrolet Citation
7.840501903	4	2212.245	84	1081.81692	8.015708303	81	U.S.	Plymouth Reliant
6.015730361	4	1294.573	58	796.05396	10.50119925	81	Japan	Toyota Starlet
6.03115531	4	1409.282	64	850.485	10.19051288	81	U.S.	Plymouth Champ
6.701283678	4	1327.347	60	798.32192	10.00410106	81	Japan	Honda Civic 1300
7.28219991	4	1589.539	67	936.66748	11.06043471	81	Japan	Subaru
6.357163706	4	1392.895	65	895.8442	12.05463109	81	Japan	Datsun 210 Mpg
6.239126183	4	1458.443	62	929.8636	10.74974834	81	Japan	Toyota Tercel
6.897802261	4	1491.217	68	900.38012	9.941963786	81	Japan	Mazda Glc 4
6.778531905	4	1720.635	63	1004.70628	9.258453776	81	U.S.	Plymouth Horizon 4
6.837647009	4	1605.926	65	927.59564	10.06623833	81	U.S.	Ford Escort 4W
7.866724318	4	1605.926	65	1079.54896	12.86241565	81	U.S.	Ford Escort 2H
7.127729003	4	1720.635	74	993.36648	8.82349286	81	Europe	Volkswagen Jetta
6.817827742	4	1638.7		1052.33344	9.817689239	81	Europe	Renault 18I
6.979675285	4	1753.409	75	1002.43832	8.947767408	81	Japan	Honda Prelude
7.259723985	4	1769.796	75	1065.9412	10.43906198	81	Japan	Toyota Corolla
7.149393833	4	1950.053	100	1186.14308	9.196316502	81	Japan	Datsun 200Sx
7.443514465	4	1966.44	74	1195.21492	11.37112108	81	Japan	Mazda 626
8.370642602	4	2310.567	80	1465.10216	12.67600383	81	Europe	Peugeot 505S Turbo Diesel
7.661728244	6	2376.115	76	1433.35072	12.17890564	81	Europe	Volvo Diesel
9.260435319	6	2753.016	116	1315.4168	7.829296482	81	Japan	Toyota Cressida
9.719630459	6	2392.502	120	1329.02456	8.574943766	81	Japan	Datsun 810 Maxima
10.50067219	6	3785.397	110	1549.01668	9.817689239	81	U.S.	Buick Century
8.84267132	8	5735.45	105	1689.6302	11.806082	81	U.S.	Oldsmobile Cutlass Ls
11.64430976	6	3277.4	88	1387.99152	10.6254738	81	U.S.	Ford Granada Gl
13.36449188	6	3687.075	85	1571.69628	10.31478743	81	U.S.	Chrysler Lebaron Salon
8.400537754	4	1835.344	88	1181.60716	12.17890564	82	U.S.	Chevrolet Cavalier
8.711668782	4	1835.344	88	1197.48288	11.5575329	82	U.S.	Chevrolet Cavalier Wagon
6.918089915	4	1835.344	88	1086.35284	11.18470926	82	U.S.	Chevrolet Cavalier 2-Door
7.587582487	4	1835.344	85	1167.9994	10.06623833	82	U.S.	Pontiac J2000 Se Hatchback
8.110864038	4	2212.245	84	1145.3198	9.941963786	82	U.S.	Dodge Aries Se
8.711668782	4	2474.437	90	1240.57412	11.18470926	82	U.S.	Pontiac Phoenix
9.800627379	4	2294.18	92	1299.54108	10.19051288	82	U.S.	Ford Fairmont Futura
10.22674161	4	2474.437		1376.65172	12.7381411	82	U.S.	Amc Concord Dl
6.533751586	4	1720.635	74	898.11216	9.507002871	82	Europe	Volkswagen Rabbit L
6.357163706	4	1491.217	68	918.5238	11.30898381	82	Japan	Mazda Glc Custom L
7.587582487	4	1491.217	68	893.57624	10.93616017	82	Japan	Mazda Glc Custom
6.189869924	4	1720.635	63	963.883	9.134179229	82	U.S.	Plymouth Horizon Miser
6.533751586	4	1605.926	70	963.883	10.74974834	82	U.S.	Mercury Lynx L
6.533751586	4	1966.44	88	979.75872	9.009904681	82	Japan	Nissan Stanza Xe
6.533751586	4	1753.409	75	1000.17036	9.009904681	82	Japan	Honda Accord
6.918089915	4	1769.796	70	1018.31404	10.50119925	82	Japan	Toyota Corolla
6.189869924	4	1491.217	67	891.30828	9.32059105	82	Japan	Honda Civic
7.350470535	4	1491.217	67	891.30828	9.755551965	82	Japan	Honda Civic (Auto)
6.189869924	4	1491.217	67	904.91604	10.06623833	82	Japan	Datsun 310 Gx
9.408602284	6	2966.047	110	1335.82844	10.19051288	82	U.S.	Buick Century Limited
6.189869924	6	4293.394	85	1367.57988	10.56333652	82	U.S.	Oldsmobile Cutlass Ciera (Diesel)
9.046732966	4	2556.372	92	1172.53532	9.009904681	82	U.S.	Chrysler Lebaron Medallion
10.6915935	6	3801.784	112	1285.93332	9.134179229	82	U.S.	Ford Granada L
7.350470535	4	2359.728	96	1208.82268	8.637081039	82	Japan	Toyota Celica Gt
6.533751586	4	2212.245	84	1075.01304	8.077845576	82	U.S.	Dodge Charger 2.2
8.711668782	4	2474.437	90	1338.0964	10.74974834	82	U.S.	Chevrolet Camaro
8.711668782	4	2294.18	86	1265.52168	9.693414692	82	U.S.	Ford Mustang Gl
5.345796752	4	1589.539	52	966.15096	15.28576932	82	Europe	Vw Pickup
7.350470535	4	2212.245	84	1040.99364	7.207923745	82	U.S.	Dodge Rampage
8.400537754	4	1966.44	79	1190.679	11.5575329	82	U.S.	Ford Ranger
7.587582487	4	1950.053	82	1233.77024	12.05463109	82	U.S.	Chevy S-10
