year,age,gender,educational_attainment_4_groups,population
1996,70,Male,Secondary,3713
1996,70,Male,Higher,2906
1996,70,Male,Unspecified,2865
1996,70,Male,Not applicable,0
1996,70,Female,No schooling/less than primary,49936
1996,70,Female,Primary,17043
1996,70,Female,Secondary,4876
1996,70,Female,Higher,2251
1996,70,Female,Unspecified,3612
1996,70,Female,Not applicable,0
1996,71,Male,No schooling/less than primary,23803
1996,71,Male,Primary,9897
1996,71,Male,Secondary,3278
1996,71,Male,Higher,2603
1996,71,Male,Unspecified,2144
1996,71,Male,Not applicable,0
1996,71,Female,No schooling/less than primary,37698
1996,71,Female,Primary,14666
1996,71,Female,Secondary,4384
1996,71,Female,Higher,1969
1996,71,Female,Unspecified,2854
1996,71,Female,Not applicable,0
1996,72,Male,No schooling/less than primary,21952
1996,72,Male,Primary,9442
1996,72,Male,Secondary,3210
1996,72,Male,Higher,2433
1996,72,Male,Unspecified,2125
1996,72,Male,Not applicable,0
1996,72,Female,No schooling/less than primary,35521
1996,72,Female,Primary,14102
1996,72,Female,Secondary,4295
1996,72,Female,Higher,1794
1996,72,Female,Unspecified,2834
1996,72,Female,Not applicable,0
1996,73,Male,No schooling/less than primary,15079
1996,73,Male,Primary,7567
1996,73,Male,Secondary,2818
1996,73,Male,Higher,2101
1996,73,Male,Unspecified,1726
1996,73,Male,Not applicable,0
1996,73,Female,No schooling/less than primary,23829
1996,73,Female,Primary,11872
1996,73,Female,Secondary,4030
1996,73,Female,Higher,1667
1996,73,Female,Unspecified,2316
1996,73,Female,Not applicable,0
1996,74,Male,No schooling/less than primary,17783
1996,74,Male,Primary,7580
1996,74,Male,Secondary,2752
1996,74,Male,Higher,1974
1996,74,Male,Unspecified,1877
1996,74,Male,Not applicable,0
1996,74,Female,No schooling/less than primary,25806
1996,74,Female,Primary,11719
1996,74,Female,Secondary,3897
1996,74,Female,Higher,1624
1996,74,Female,Unspecified,2452
1996,74,Female,Not applicable,0
1996,75,Male,No schooling/less than primary,20069
1996,75,Male,Primary,7213
1996,75,Male,Secondary,2590
1996,75,Male,Higher,1864
1996,75,Male,Unspecified,1872
1996,75,Male,Not applicable,0
1996,75,Female,No schooling/less than primary,32456
1996,75,Female,Primary,11244
1996,75,Female,Secondary,3568
1996,75,Female,Higher,1626
1996,75,Female,Unspecified,2629
1996,75,Female,Not applicable,0
1996,76,Male,No schooling/less than primary,24604
1996,76,Male,Primary,7013
1996,76,Male,Secondary,2457
1996,76,Male,Higher,1739
1996,76,Male,Unspecified,1984
1996,76,Male,Not applicable,0
1996,76,Female,No schooling/less than primary,42072
1996,76,Female,Primary,11118
1996,76,Female,Secondary,3373
1996,76,Female,Higher,1421
1996,76,Female,Unspecified,3098
1996,76,Female,Not applicable,0
1996,77,Male,No schooling/less than primary,14787
1996,77,Male,Primary,4843
1996,77,Male,Secondary,1726
1996,77,Male,Higher,1279
1996,77,Male,Unspecified,1373
1996,77,Male,Not applicable,0
1996,77,Female,No schooling/less than primary,25851
1996,77,Female,Primary,8501
1996,77,Female,Secondary,2537
1996,77,Female,Higher,1097
1996,77,Female,Unspecified,2204
1996,77,Female,Not applicable,0
1996,78,Male,No schooling/less than primary,22484
1996,78,Male,Primary,5473
1996,78,Male,Secondary,1777
1996,78,Male,Higher,1182
1996,78,Male,Unspecified,1668
1996,78,Male,Not applicable,0
1996,78,Female,No schooling/less than primary,42162
1996,78,Female,Primary,9966
1996,78,Female,Secondary,2547
1996,78,Female,Higher,1149
1996,78,Female,Unspecified,2772
1996,78,Female,Not applicable,0
1996,79,Male,No schooling/less than primary,7037
1996,79,Male,Primary,3604
1996,79,Male,Secondary,1378
1996,79,Male,Higher,926
1996,79,Male,Unspecified,903
1996,79,Male,Not applicable,0
1996,79,Female,No schooling/less than primary,12764
1996,79,Female,Primary,6679
1996,79,Female,Secondary,2068
1996,79,Female,Higher,955
1996,79,Female,Unspecified,1726
1996,79,Female,Not applicable,0
1996,80,Male,No schooling/less than primary,8762
1996,80,Male,Primary,3364
1996,80,Male,Secondary,1295
1996,80,Male,Higher,884
1996,80,Male,Unspecified,1044
1996,80,Male,Not applicable,0
1996,80,Female,No schooling/less than primary,17005
1996,80,Female,Primary,6578
1996,80,Female,Secondary,2191
1996,80,Female,Higher,918
1996,80,Female,Unspecified,2045
1996,80,Female,Not applicable,0
1996,81,Male,No schooling/less than primary,6080
1996,81,Male,Primary,2683
1996,81,Male,Secondary,1139
1996,81,Male,Higher,699
1996,81,Male,Unspecified,826
1996,81,Male,Not applicable,0
1996,81,Female,No schooling/less than primary,11619
1996,81,Female,Primary,5385
1996,81,Female,Secondary,1797
1996,81,Female,Higher,814
1996,81,Female,Unspecified,1731
1996,81,Female,Not applicable,0
1996,82,Male,No schooling/less than primary,11492
1996,82,Male,Primary,2971
1996,82,Male,Secondary,1019
1996,82,Male,Higher,731
1996,82,Male,Unspecified,1086
1996,82,Male,Not applicable,0
1996,82,Female,No schooling/less than primary,19470
1996,82,Female,Primary,6120
1996,82,Female,Secondary,1787
1996,82,Female,Higher,789
1996,82,Female,Unspecified,2136
1996,82,Female,Not applicable,0
1996,83,Male,No schooling/less than primary,4283
1996,83,Male,Primary,2117
1996,83,Male,Secondary,846
1996,83,Male,Higher,592
1996,83,Male,Unspecified,652
1996,83,Male,Not applicable,0
1996,83,Female,No schooling/less than primary,8312
1996,83,Female,Primary,4670
1996,83,Female,Secondary,1581
1996,83,Female,Higher,660
1996,83,Female,Unspecified,1689
1996,83,Female,Not applicable,0
1996,84,Male,No schooling/less than primary,5499
1996,84,Male,Primary,2031
1996,84,Male,Secondary,773
1996,84,Male,Higher,503
1996,84,Male,Unspecified,701
1996,84,Male,Not applicable,0
1996,84,Female,No schooling/less than primary,11385
1996,84,Female,Primary,4514
1996,84,Female,Secondary,1282
1996,84,Female,Higher,626
1996,84,Female,Unspecified,1726
1996,84,Female,Not applicable,0
1996,85,Male,No schooling/less than primary,4598
1996,85,Male,Primary,1563
1996,85,Male,Secondary,575
1996,85,Male,Higher,415
1996,85,Male,Unspecified,638
1996,85,Male,Not applicable,0
1996,85,Female,No schooling/less than primary,9167
1996,85,Female,Primary,3522
1996,85,Female,Secondary,1086
1996,85,Female,Higher,484
1996,85,Female,Unspecified,1495
1996,85,Female,Not applicable,0
1996,86,Male,No schooling/less than primary,6512
1996,86,Male,Primary,1595
1996,86,Male,Secondary,530
1996,86,Male,Higher,378
1996,86,Male,Unspecified,668
1996,86,Male,Not applicable,0
1996,86,Female,No schooling/less than primary,14303
1996,86,Female,Primary,3381
1996,86,Female,Secondary,883
1996,86,Female,Higher,479
1996,86,Female,Unspecified,1655
1996,86,Female,Not applicable,0
1996,87,Male,No schooling/less than primary,2463
1996,87,Male,Primary,984
1996,87,Male,Secondary,390
1996,87,Male,Higher,262
1996,87,Male,Unspecified,413
1996,87,Male,Not applicable,0
1996,87,Female,No schooling/less than primary,5723
1996,87,Female,Primary,2192
1996,87,Female,Secondary,675
1996,87,Female,Higher,368
1996,87,Female,Unspecified,1165
1996,87,Female,Not applicable,0
1996,88,Male,No schooling/less than primary,1887
1996,88,Male,Primary,798
1996,88,Male,Secondary,305
1996,88,Male,Higher,226
1996,88,Male,Unspecified,341
1996,88,Male,Not applicable,0
1996,88,Female,No schooling/less than primary,4164
1996,88,Female,Primary,1971
1996,88,Female,Secondary,622
1996,88,Female,Higher,356
1996,88,Female,Unspecified,1034
1996,88,Female,Not applicable,0
1996,89,Male,No schooling/less than primary,1903
1996,89,Male,Primary,694
1996,89,Male,Secondary,265
1996,89,Male,Higher,171
1996,89,Male,Unspecified,289
1996,89,Male,Not applicable,0
1996,89,Female,No schooling/less than primary,3990
1996,89,Female,Primary,1581
1996,89,Female,Secondary,512
1996,89,Female,Higher,299
1996,89,Female,Unspecified,891
1996,89,Female,Not applicable,0
1996,90,Male,No schooling/less than primary,2096
1996,90,Male,Primary,486
1996,90,Male,Secondary,196
1996,90,Male,Higher,148
1996,90,Male,Unspecified,276
1996,90,Male,Not applicable,0
1996,90,Female,No schooling/less than primary,4624
1996,90,Female,Primary,1274
1996,90,Female,Secondary,396
1996,90,Female,Higher,272
1996,90,Female,Unspecified,797
1996,90,Female,Not applicable,0
1996,91,Male,No schooling/less than primary,1156
1996,91,Male,Primary,344
1996,91,Male,Secondary,141
1996,91,Male,Higher,109
1996,91,Male,Unspecified,183
1996,91,Male,Not applicable,0
1996,91,Female,No schooling/less than primary,2397
1996,91,Female,Primary,881
1996,91,Female,Secondary,331
1996,91,Female,Higher,200
1996,91,Female,Unspecified,662
1996,91,Female,Not applicable,0
1996,92,Male,No schooling/less than primary,1187
1996,92,Male,Primary,277
1996,92,Male,Secondary,86
1996,92,Male,Higher,89
1996,92,Male,Unspecified,190
1996,92,Male,Not applicable,0
1996,92,Female,No schooling/less than primary,2796
1996,92,Female,Primary,725
1996,92,Female,Secondary,220
1996,92,Female,Higher,166
1996,92,Female,Unspecified,534
1996,92,Female,Not applicable,0
1996,93,Male,No schooling/less than primary,851
1996,93,Male,Primary,194
1996,93,Male,Secondary,91
1996,93,Male,Higher,49
1996,93,Male,Unspecified,124
1996,93,Male,Not applicable,0
1996,93,Female,No schooling/less than primary,1978
1996,93,Female,Primary,518
1996,93,Female,Secondary,172
1996,93,Female,Higher,108
1996,93,Female,Unspecified,385
1996,93,Female,Not applicable,0
1996,94,Male,No schooling/less than primary,1236
1996,94,Male,Primary,202
1996,94,Male,Secondary,67
1996,94,Male,Higher,42
1996,94,Male,Unspecified,114
1996,94,Male,Not applicable,0
1996,94,Female,No schooling/less than primary,2801
1996,94,Female,Primary,411
1996,94,Female,Secondary,107
1996,94,Female,Higher,96
1996,94,Female,Unspecified,324
1996,94,Female,Not applicable,0
1996,95,Male,No schooling/less than primary,1422
1996,95,Male,Primary,172
1996,95,Male,Secondary,45
1996,95,Male,Higher,28
1996,95,Male,Unspecified,175
1996,95,Male,Not applicable,0
1996,95,Female,No schooling/less than primary,2641
1996,95,Female,Primary,278
1996,95,Female,Secondary,85
1996,95,Female,Higher,53
1996,95,Female,Unspecified,322
1996,95,Female,Not applicable,0
1996,96,Male,No schooling/less than primary,674
1996,96,Male,Primary,65
1996,96,Male,Secondary,14
1996,96,Male,Higher,14
1996,96,Male,Unspecified,69
1996,96,Male,Not applicable,0
1996,96,Female,No schooling/less than primary,1664
1996,96,Female,Primary,133
1996,96,Female,Secondary,46
1996,96,Female,Higher,38
1996,96,Female,Unspecified,180
1996,96,Female,Not applicable,0
1996,97,Male,No schooling/less than primary,151
1996,97,Male,Primary,30
1996,97,Male,Secondary,2
1996,97,Male,Higher,10
1996,97,Male,Unspecified,16
1996,97,Male,Not applicable,0
1996,97,Female,No schooling/less than primary,412
1996,97,Female,Primary,53
1996,97,Female,Secondary,14
1996,97,Female,Higher,12
1996,97,Female,Unspecified,47
1996,97,Female,Not applicable,0
1996,98,Male,No schooling/less than primary,144
1996,98,Male,Primary,21
1996,98,Male,Secondary,0
1996,98,Male,Higher,3
1996,98,Male,Unspecified,12
1996,98,Male,Not applicable,0
1996,98,Female,No schooling/less than primary,413
1996,98,Female,Primary,55
1996,98,Female,Secondary,6
1996,98,Female,Higher,14
1996,98,Female,Unspecified,27
1996,98,Female,Not applicable,0
1996,99,Male,No schooling/less than primary,297
1996,99,Male,Primary,93
1996,99,Male,Secondary,25
1996,99,Male,Higher,32
1996,99,Male,Unspecified,429
1996,99,Male,Not applicable,0
1996,99,Female,No schooling/less than primary,449
1996,99,Female,Primary,99
1996,99,Female,Secondary,42
1996,99,Female,Higher,21
1996,99,Female,Unspecified,211
1996,99,Female,Not applicable,0
1996,100,Male,No schooling/less than primary,137
1996,100,Male,Primary,9
1996,100,Male,Secondary,1
1996,100,Male,Higher,1
1996,100,Male,Unspecified,7
1996,100,Male,Not applicable,0
1996,100,Female,No schooling/less than primary,458
1996,100,Female,Primary,22
1996,100,Female,Secondary,3
1996,100,Female,Higher,2
1996,100,Female,Unspecified,22
1996,100,Female,Not applicable,0
1996,101,Male,No schooling/less than primary,58
1996,101,Male,Primary,3
1996,101,Male,Secondary,0
1996,101,Male,Higher,1
1996,101,Male,Unspecified,10
1996,101,Male,Not applicable,0
1996,101,Female,No schooling/less than primary,131
1996,101,Female,Primary,10
1996,101,Female,Secondary,1
1996,101,Female,Higher,4
1996,101,Female,Unspecified,10
1996,101,Female,Not applicable,0
1996,102,Male,No schooling/less than primary,36
1996,102,Male,Primary,6
1996,102,Male,Secondary,0
1996,102,Male,Higher,0
1996,102,Male,Unspecified,0
1996,102,Male,Not applicable,0
1996,102,Female,No schooling/less than primary,150
1996,102,Female,Primary,4
1996,102,Female,Secondary,1
1996,102,Female,Higher,2
1996,102,Female,Unspecified,15
1996,102,Female,Not applicable,0
1996,103,Male,No schooling/less than primary,18
1996,103,Male,Primary,2
1996,103,Male,Secondary,0
1996,103,Male,Higher,1
1996,103,Male,Unspecified,2
1996,103,Male,Not applicable,0
1996,103,Female,No schooling/less than primary,73
1996,103,Female,Primary,6
1996,103,Female,Secondary,0
1996,103,Female,Higher,1
1996,103,Female,Unspecified,3
1996,103,Female,Not applicable,0
1996,104,Male,No schooling/less than primary,33
1996,104,Male,Primary,2
1996,104,Male,Secondary,0
1996,104,Male,Higher,0
1996,104,Male,Unspecified,4
1996,104,Male,Not applicable,0
1996,104,Female,No schooling/less than primary,73
1996,104,Female,Primary,0
1996,104,Female,Secondary,0
1996,104,Female,Higher,2
1996,104,Female,Unspecified,6
1996,104,Female,Not applicable,0
1996,105,Male,No schooling/less than primary,26
1996,105,Male,Primary,2
1996,105,Male,Secondary,1
1996,105,Male,Higher,2
1996,105,Male,Unspecified,1
1996,105,Male,Not applicable,0
1996,105,Female,No schooling/less than primary,93
1996,105,Female,Primary,6
1996,105,Female,Secondary,0
1996,105,Female,Higher,0
1996,105,Female,Unspecified,6
1996,105,Female,Not applicable,0
1996,106,Male,No schooling/less than primary,24
1996,106,Male,Primary,1
1996,106,Male,Secondary,0
1996,106,Male,Higher,0
1996,106,Male,Unspecified,1
1996,106,Male,Not applicable,0
1996,106,Female,No schooling/less than primary,120
1996,106,Female,Primary,2
1996,106,Female,Secondary,1
1996,106,Female,Higher,2
1996,106,Female,Unspecified,4
1996,106,Female,Not applicable,0
1996,107,Male,No schooling/less than primary,14
1996,107,Male,Primary,1
1996,107,Male,Secondary,0
1996,107,Male,Higher,0
1996,107,Male,Unspecified,0
1996,107,Male,Not applicable,0
1996,107,Female,No schooling/less than primary,74
1996,107,Female,Primary,2
1996,107,Female,Secondary,0
1996,107,Female,Higher,1
1996,107,Female,Unspecified,0
1996,107,Female,Not applicable,0
1996,108,Male,No schooling/less than primary,16
1996,108,Male,Primary,1
1996,108,Male,Secondary,0
1996,108,Male,Higher,0
1996,108,Male,Unspecified,1
1996,108,Male,Not applicable,0
1996,108,Female,No schooling/less than primary,58
1996,108,Female,Primary,2
1996,108,Female,Secondary,0
1996,108,Female,Higher,0
1996,108,Female,Unspecified,3
1996,108,Female,Not applicable,0
1996,109,Male,No schooling/less than primary,9
1996,109,Male,Primary,2
1996,109,Male,Secondary,0
1996,109,Male,Higher,0
1996,109,Male,Unspecified,0
1996,109,Male,Not applicable,0
1996,109,Female,No schooling/less than primary,35
1996,109,Female,Primary,0
1996,109,Female,Secondary,0
1996,109,Female,Higher,1
1996,109,Female,Unspecified,4
1996,109,Female,Not applicable,0
1996,110,Male,No schooling/less than primary,17
1996,110,Male,Primary,0
1996,110,Male,Secondary,1
1996,110,Male,Higher,0
1996,110,Male,Unspecified,0
1996,110,Male,Not applicable,0
1996,110,Female,No schooling/less than primary,62
1996,110,Female,Primary,3
1996,110,Female,Secondary,1
1996,110,Female,Higher,0
1996,110,Female,Unspecified,4
1996,110,Female,Not applicable,0
1996,111,Male,No schooling/less than primary,5
1996,111,Male,Primary,0
1996,111,Male,Secondary,0
1996,111,Male,Higher,0
1996,111,Male,Unspecified,1
1996,111,Male,Not applicable,0
1996,111,Female,No schooling/less than primary,14
1996,111,Female,Primary,0
1996,111,Female,Secondary,0
1996,111,Female,Higher,1
1996,111,Female,Unspecified,1
1996,111,Female,Not applicable,0
1996,112,Male,No schooling/less than primary,4
1996,112,Male,Primary,0
1996,112,Male,Secondary,0
1996,112,Male,Higher,0
1996,112,Male,Unspecified,2
1996,112,Male,Not applicable,0
1996,112,Female,No schooling/less than primary,18
1996,112,Female,Primary,0
1996,112,Female,Secondary,0
1996,112,Female,Higher,0
1996,112,Female,Unspecified,1
1996,112,Female,Not applicable,0
1996,113,Male,No schooling/less than primary,1
1996,113,Male,Primary,0
1996,113,Male,Secondary,0
1996,113,Male,Higher,0
1996,113,Male,Unspecified,0
1996,113,Male,Not applicable,0
1996,113,Female,No schooling/less than primary,2
1996,113,Female,Primary,0
1996,113,Female,Secondary,0
1996,113,Female,Higher,0
1996,113,Female,Unspecified,0
1996,113,Female,Not applicable,0
1996,114,Male,No schooling/less than primary,4
1996,114,Male,Primary,0
1996,114,Male,Secondary,0
1996,114,Male,Higher,1
1996,114,Male,Unspecified,1
1996,114,Male,Not applicable,0
1996,114,Female,No schooling/less than primary,8
1996,114,Female,Primary,0
1996,114,Female,Secondary,0
1996,114,Female,Higher,0
1996,114,Female,Unspecified,1
1996,114,Female,Not applicable,0
1996,115,Male,No schooling/less than primary,6
1996,115,Male,Primary,0
1996,115,Male,Secondary,0
1996,115,Male,Higher,0
1996,115,Male,Unspecified,0
1996,115,Male,Not applicable,0
1996,115,Female,No schooling/less than primary,6
1996,115,Female,Primary,0
1996,115,Female,Secondary,0
1996,115,Female,Higher,0
1996,115,Female,Unspecified,1
1996,115,Female,Not applicable,0
1996,116,Male,No schooling/less than primary,8
1996,116,Male,Primary,1
1996,116,Male,Secondary,1
1996,116,Male,Higher,2
1996,116,Male,Unspecified,0
1996,116,Male,Not applicable,0
1996,116,Female,No schooling/less than primary,23
1996,116,Female,Primary,3
1996,116,Female,Secondary,1
1996,116,Female,Higher,0
1996,116,Female,Unspecified,0
1996,116,Female,Not applicable,0
1996,Unspecified,Male,No schooling/less than primary,89563
1996,Unspecified,Male,Primary,43670
1996,Unspecified,Male,Secondary,15948
1996,Unspecified,Male,Higher,7001
1996,Unspecified,Male,Unspecified,99070
1996,Unspecified,Male,Not applicable,0
1996,Unspecified,Female,No schooling/less than primary,91777
1996,Unspecified,Female,Primary,41729
1996,Unspecified,Female,Secondary,14956
1996,Unspecified,Female,Higher,5664
1996,Unspecified,Female,Unspecified,80815
1996,Unspecified,Female,Not applicable,0
2001,0,Male,No schooling/less than primary,0
2001,0,Male,Primary,0
2001,0,Male,Secondary,0
2001,0,Male,Higher,0
2001,0,Male,Unspecified,0
2001,0,Male,Not applicable,453924
2001,0,Female,No schooling/less than primary,0
2001,0,Female,Primary,0
2001,0,Female,Secondary,0
2001,0,Female,Higher,0
2001,0,Female,Unspecified,0
2001,0,Female,Not applicable,454482
2001,1,Male,No schooling/less than primary,0
2001,1,Male,Primary,0
2001,1,Male,Secondary,0
2001,1,Male,Higher,0
2001,1,Male,Unspecified,0
2001,1,Male,Not applicable,436258
2001,1,Female,No schooling/less than primary,0
2001,1,Female,Primary,0
2001,1,Female,Secondary,0
2001,1,Female,Higher,0
2001,1,Female,Unspecified,0
2001,1,Female,Not applicable,434381
2001,2,Male,No schooling/less than primary,0
2001,2,Male,Primary,0
2001,2,Male,Secondary,0
2001,2,Male,Higher,0
2001,2,Male,Unspecified,0
2001,2,Male,Not applicable,437985
2001,2,Female,No schooling/less than primary,0
2001,2,Female,Primary,0
2001,2,Female,Secondary,0
2001,2,Female,Higher,0
2001,2,Female,Unspecified,0
2001,2,Female,Not applicable,439424
2001,3,Male,No schooling/less than primary,0
2001,3,Male,Primary,0
2001,3,Male,Secondary,0
2001,3,Male,Higher,0
2001,3,Male,Unspecified,0
2001,3,Male,Not applicable,437170
2001,3,Female,No schooling/less than primary,0
2001,3,Female,Primary,0
2001,3,Female,Secondary,0
2001,3,Female,Higher,0
2001,3,Female,Unspecified,0
2001,3,Female,Not applicable,438240
2001,4,Male,No schooling/less than primary,0
2001,4,Male,Primary,0
2001,4,Male,Secondary,0
2001,4,Male,Higher,0
2001,4,Male,Unspecified,0
2001,4,Male,Not applicable,458394
2001,4,Female,No schooling/less than primary,0
2001,4,Female,Primary,0
2001,4,Female,Secondary,0
2001,4,Female,Higher,0
2001,4,Female,Unspecified,0
2001,4,Female,Not applicable,459558
2001,5,Male,No schooling/less than primary,484966
2001,5,Male,Primary,0
2001,5,Male,Secondary,0
2001,5,Male,Higher,0
2001,5,Male,Unspecified,0
2001,5,Male,Not applicable,0
2001,5,Female,No schooling/less than primary,483430
2001,5,Female,Primary,0
2001,5,Female,Secondary,0
2001,5,Female,Higher,0
2001,5,Female,Unspecified,0
2001,5,Female,Not applicable,0
2001,6,Male,No schooling/less than primary,476110
2001,6,Male,Primary,0
2001,6,Male,Secondary,0
2001,6,Male,Higher,0
2001,6,Male,Unspecified,0
2001,6,Male,Not applicable,0
2001,6,Female,No schooling/less than primary,474485
2001,6,Female,Primary,0
2001,6,Female,Secondary,0
2001,6,Female,Higher,0
2001,6,Female,Unspecified,0
2001,6,Female,Not applicable,0
2001,7,Male,No schooling/less than primary,488614
2001,7,Male,Primary,0
2001,7,Male,Secondary,0
2001,7,Male,Higher,0
2001,7,Male,Unspecified,0
2001,7,Male,Not applicable,0
2001,7,Female,No schooling/less than primary,485577
2001,7,Female,Primary,0
2001,7,Female,Secondary,0
2001,7,Female,Higher,0
2001,7,Female,Unspecified,0
2001,7,Female,Not applicable,0
2001,8,Male,No schooling/less than primary,472380
2001,8,Male,Primary,0
2001,8,Male,Secondary,0
2001,8,Male,Higher,0
2001,8,Male,Unspecified,0
2001,8,Male,Not applicable,0
2001,8,Female,No schooling/less than primary,475088
2001,8,Female,Primary,0
2001,8,Female,Secondary,0
2001,8,Female,Higher,0
2001,8,Female,Unspecified,0
2001,8,Female,Not applicable,0
2001,9,Male,No schooling/less than primary,503734
2001,9,Male,Primary,0
2001,9,Male,Secondary,0
2001,9,Male,Higher,0
2001,9,Male,Unspecified,0
2001,9,Male,Not applicable,0
2001,9,Female,No schooling/less than primary,509170
2001,9,Female,Primary,0
2001,9,Female,Secondary,0
2001,9,Female,Higher,0
2001,9,Female,Unspecified,0
2001,9,Female,Not applicable,0
2001,10,Male,No schooling/less than primary,530167
2001,10,Male,Primary,0
2001,10,Male,Secondary,0
2001,10,Male,Higher,0
2001,10,Male,Unspecified,0
2001,10,Male,Not applicable,0
2001,10,Female,No schooling/less than primary,529002
2001,10,Female,Primary,0
2001,10,Female,Secondary,0
2001,10,Female,Higher,0
2001,10,Female,Unspecified,0
2001,10,Female,Not applicable,0
2001,11,Male,No schooling/less than primary,515826
2001,11,Male,Primary,9624
2001,11,Male,Secondary,0
2001,11,Male,Higher,0
2001,11,Male,Unspecified,0
2001,11,Male,Not applicable,0
2001,11,Female,No schooling/less than primary,506306
2001,11,Female,Primary,12743
2001,11,Female,Secondary,0
2001,11,Female,Higher,0
2001,11,Female,Unspecified,0
2001,11,Female,Not applicable,0
2001,12,Male,No schooling/less than primary,437783
2001,12,Male,Primary,51089
2001,12,Male,Secondary,0
2001,12,Male,Higher,0
2001,12,Male,Unspecified,0
2001,12,Male,Not applicable,0
2001,12,Female,No schooling/less than primary,424780
2001,12,Female,Primary,76339
2001,12,Female,Secondary,0
2001,12,Female,Higher,0
2001,12,Female,Unspecified,0
2001,12,Female,Not applicable,0
2001,13,Male,No schooling/less than primary,349005
2001,13,Male,Primary,142187
2001,13,Male,Secondary,0
2001,13,Male,Higher,0
2001,13,Male,Unspecified,0
2001,13,Male,Not applicable,0
2001,13,Female,No schooling/less than primary,300028
2001,13,Female,Primary,200193
2001,13,Female,Secondary,0
2001,13,Female,Higher,0
2001,13,Female,Unspecified,0
2001,13,Female,Not applicable,0
2001,14,Male,No schooling/less than primary,243918
2001,14,Male,Primary,239357
2001,14,Male,Secondary,0
2001,14,Male,Higher,0
2001,14,Male,Unspecified,0
2001,14,Male,Not applicable,0
2001,14,Female,No schooling/less than primary,182803
2001,14,Female,Primary,310767
2001,14,Female,Secondary,0
2001,14,Female,Higher,0
2001,14,Female,Unspecified,0
2001,14,Female,Not applicable,0
2001,15,Male,No schooling/less than primary,178086
2001,15,Male,Primary,319119
2001,15,Male,Secondary,0
2001,15,Male,Higher,0
2001,15,Male,Unspecified,0
2001,15,Male,Not applicable,0
2001,15,Female,No schooling/less than primary,122543
2001,15,Female,Primary,388055
2001,15,Female,Secondary,0
2001,15,Female,Higher,0
2001,15,Female,Unspecified,0
2001,15,Female,Not applicable,0
2001,16,Male,No schooling/less than primary,129616
2001,16,Male,Primary,374433
2001,16,Male,Secondary,4695
2001,16,Male,Higher,531
2001,16,Male,Unspecified,0
2001,16,Male,Not applicable,0
2001,16,Female,No schooling/less than primary,85994
2001,16,Female,Primary,424917
2001,16,Female,Secondary,6985
2001,16,Female,Higher,586
2001,16,Female,Unspecified,0
2001,16,Female,Not applicable,0
2001,17,Male,No schooling/less than primary,92056
2001,17,Male,Primary,370877
2001,17,Male,Secondary,19286
2001,17,Male,Higher,987
2001,17,Male,Unspecified,0
2001,17,Male,Not applicable,0
2001,17,Female,No schooling/less than primary,65603
2001,17,Female,Primary,401735
2001,17,Female,Secondary,30175
2001,17,Female,Higher,1315
2001,17,Female,Unspecified,0
2001,17,Female,Not applicable,0
2001,18,Male,No schooling/less than primary,79572
2001,18,Male,Primary,345545
2001,18,Male,Secondary,57389
2001,18,Male,Higher,4206
2001,18,Male,Unspecified,0
2001,18,Male,Not applicable,0
2001,18,Female,No schooling/less than primary,61874
2001,18,Female,Primary,353704
2001,18,Female,Secondary,82612
2001,18,Female,Higher,6155
2001,18,Female,Unspecified,0
2001,18,Female,Not applicable,0
2001,19,Male,No schooling/less than primary,72513
2001,19,Male,Primary,298329
2001,19,Male,Secondary,95799
2001,19,Male,Higher,10042
2001,19,Male,Unspecified,0
2001,19,Male,Not applicable,0
2001,19,Female,No schooling/less than primary,61726
2001,19,Female,Primary,297315
2001,19,Female,Secondary,124050
2001,19,Female,Higher,13299
2001,19,Female,Unspecified,0
2001,19,Female,Not applicable,0
2001,20,Male,No schooling/less than primary,69685
2001,20,Male,Primary,246697
2001,20,Male,Secondary,118538
2001,20,Male,Higher,15923
2001,20,Male,Unspecified,0
2001,20,Male,Not applicable,0
2001,20,Female,No schooling/less than primary,60390
2001,20,Female,Primary,242063
2001,20,Female,Secondary,140846
2001,20,Female,Higher,19567
2001,20,Female,Unspecified,0
2001,20,Female,Not applicable,0
2001,21,Male,No schooling/less than primary,74797
2001,21,Male,Primary,226880
2001,21,Male,Secondary,133254
2001,21,Male,Higher,20608
2001,21,Male,Unspecified,0
2001,21,Male,Not applicable,0
2001,21,Female,No schooling/less than primary,66651
2001,21,Female,Primary,227550
2001,21,Female,Secondary,150342
2001,21,Female,Higher,26339
2001,21,Female,Unspecified,0
2001,21,Female,Not applicable,0
2001,22,Male,No schooling/less than primary,66154
2001,22,Male,Primary,190121
2001,22,Male,Secondary,133849
2001,22,Male,Higher,24188
2001,22,Male,Unspecified,0
2001,22,Male,Not applicable,0
2001,22,Female,No schooling/less than primary,60525
2001,22,Female,Primary,195294
2001,22,Female,Secondary,146561
2001,22,Female,Higher,31427
2001,22,Female,Unspecified,0
2001,22,Female,Not applicable,0
2001,23,Male,No schooling/less than primary,63360
2001,23,Male,Primary,162939
2001,23,Male,Secondary,130441
2001,23,Male,Higher,27251
2001,23,Male,Unspecified,0
2001,23,Male,Not applicable,0
2001,23,Female,No schooling/less than primary,59775
2001,23,Female,Primary,173309
2001,23,Female,Secondary,141166
2001,23,Female,Higher,34970
2001,23,Female,Unspecified,0
2001,23,Female,Not applicable,0
