time,age,population_group,employment,population,geo
2001,4,White,Unspecified,0,zaf
2001,4,White,Not applicable,47877.2795,zaf
2001,4,Black African,Employed,0,zaf
2001,4,Black African,Unemployed,0,zaf
2001,4,Black African,Discouraged work-seeker,0,zaf
2001,4,Black African,Not economically active,0,zaf
2001,4,Black African,Unspecified,0,zaf
2001,4,Black African,Not applicable,774505.3056,zaf
2001,5,White,Employed,0,zaf
2001,5,White,Unemployed,0,zaf
2001,5,White,Discouraged work-seeker,0,zaf
2001,5,White,Not economically active,0,zaf
2001,5,White,Unspecified,0,zaf
2001,5,White,Not applicable,53018.02834,zaf
2001,5,Black African,Employed,0,zaf
2001,5,Black African,Unemployed,0,zaf
2001,5,Black African,Discouraged work-seeker,0,zaf
2001,5,Black African,Not economically active,0,zaf
2001,5,Black African,Unspecified,0,zaf
2001,5,Black African,Not applicable,815554.8948,zaf
2001,6,White,Employed,0,zaf
2001,6,White,Unemployed,0,zaf
2001,6,White,Discouraged work-seeker,0,zaf
2001,6,White,Not economically active,0,zaf
2001,6,White,Unspecified,0,zaf
2001,6,White,Not applicable,52925.58369,zaf
2001,6,Black African,Employed,0,zaf
2001,6,Black African,Unemployed,0,zaf
2001,6,Black African,Discouraged work-seeker,0,zaf
2001,6,Black African,Not economically active,0,zaf
2001,6,Black African,Unspecified,0,zaf
2001,6,Black African,Not applicable,799549.4337,zaf
2001,7,White,Employed,0,zaf
2001,7,White,Unemployed,0,zaf
2001,7,White,Discouraged work-seeker,0,zaf
2001,7,White,Not economically active,0,zaf
2001,7,White,Unspecified,0,zaf
2001,7,White,Not applicable,51658.35161,zaf
2001,7,Black African,Employed,0,zaf
2001,7,Black African,Unemployed,0,zaf
2001,7,Black African,Discouraged work-seeker,0,zaf
2001,7,Black African,Not economically active,0,zaf
2001,7,Black African,Unspecified,0,zaf
2001,7,Black African,Not applicable,823420.826,zaf
2001,8,White,Employed,0,zaf
2001,8,White,Unemployed,0,zaf
2001,8,White,Discouraged work-seeker,0,zaf
2001,8,White,Not economically active,0,zaf
2001,8,White,Unspecified,0,zaf
2001,8,White,Not applicable,53487.4304,zaf
2001,8,Black African,Employed,0,zaf
2001,8,Black African,Unemployed,0,zaf
2001,8,Black African,Discouraged work-seeker,0,zaf
2001,8,Black African,Not economically active,0,zaf
2001,8,Black African,Unspecified,0,zaf
2001,8,Black African,Not applicable,795775.8527,zaf
2001,9,White,Employed,0,zaf
2001,9,White,Unemployed,0,zaf
2001,9,White,Discouraged work-seeker,0,zaf
2001,9,White,Not economically active,0,zaf
2001,9,White,Unspecified,0,zaf
2001,9,White,Not applicable,58416.33257,zaf
2001,9,Black African,Employed,0,zaf
2001,9,Black African,Unemployed,0,zaf
2001,9,Black African,Discouraged work-seeker,0,zaf
2001,9,Black African,Not economically active,0,zaf
2001,9,Black African,Unspecified,0,zaf
2001,9,Black African,Not applicable,850862.416,zaf
2001,10,White,Employed,0,zaf
2001,10,White,Unemployed,0,zaf
2001,10,White,Discouraged work-seeker,0,zaf
2001,10,White,Not economically active,0,zaf
2001,10,White,Unspecified,0,zaf
2001,10,White,Not applicable,62304.85654,zaf
2001,10,Black African,Employed,0,zaf
2001,10,Black African,Unemployed,0,zaf
2001,10,Black African,Discouraged work-seeker,0,zaf
2001,10,Black African,Not economically active,0,zaf
2001,10,Black African,Unspecified,0,zaf
2001,10,Black African,Not applicable,887388.7189,zaf
2001,11,White,Employed,0,zaf
2001,11,White,Unemployed,0,zaf
2001,11,White,Discouraged work-seeker,0,zaf
2001,11,White,Not economically active,0,zaf
2001,11,White,Unspecified,0,zaf
2001,11,White,Not applicable,63446.33951,zaf
2001,11,Black African,Employed,0,zaf
2001,11,Black African,Unemployed,0,zaf
2001,11,Black African,Discouraged work-seeker,0,zaf
2001,11,Black African,Not economically active,0,zaf
2001,11,Black African,Unspecified,0,zaf
2001,11,Black African,Not applicable,871841.2977,zaf
2001,12,White,Employed,0,zaf
2001,12,White,Unemployed,0,zaf
2001,12,White,Discouraged work-seeker,0,zaf
2001,12,White,Not economically active,0,zaf
2001,12,White,Unspecified,0,zaf
2001,12,White,Not applicable,62570.81484,zaf
2001,12,Black African,Employed,0,zaf
2001,12,Black African,Unemployed,0,zaf
2001,12,Black African,Discouraged work-seeker,0,zaf
2001,12,Black African,Not economically active,0,zaf
2001,12,Black African,Unspecified,0,zaf
2001,12,Black African,Not applicable,823135.5493,zaf
2001,13,White,Employed,0,zaf
2001,13,White,Unemployed,0,zaf
2001,13,White,Discouraged work-seeker,0,zaf
2001,13,White,Not economically active,0,zaf
2001,13,White,Unspecified,0,zaf
2001,13,White,Not applicable,63299.19856,zaf
2001,13,Black African,Employed,0,zaf
2001,13,Black African,Unemployed,0,zaf
2001,13,Black African,Discouraged work-seeker,0,zaf
2001,13,Black African,Not economically active,0,zaf
2001,13,Black African,Unspecified,0,zaf
2001,13,Black African,Not applicable,826111.22,zaf
2001,14,White,Employed,0,zaf
2001,14,White,Unemployed,0,zaf
2001,14,White,Discouraged work-seeker,0,zaf
2001,14,White,Not economically active,0,zaf
2001,14,White,Unspecified,0,zaf
2001,14,White,Not applicable,65123.87127,zaf
2001,14,Black African,Employed,0,zaf
2001,14,Black African,Unemployed,0,zaf
2001,14,Black African,Discouraged work-seeker,0,zaf
2001,14,Black African,Not economically active,0,zaf
2001,14,Black African,Unspecified,0,zaf
2001,14,Black African,Not applicable,810115.4187,zaf
2001,15,White,Employed,1145.4791,zaf
2001,15,White,Unemployed,523.56716,zaf
2001,15,White,Discouraged work-seeker,0,zaf
2001,15,White,Not economically active,66463.75224,zaf
2001,15,White,Unspecified,0,zaf
2001,15,White,Not applicable,0,zaf
2001,15,Black African,Employed,6082.458908,zaf
2001,15,Black African,Unemployed,26890.64171,zaf
2001,15,Black African,Discouraged work-seeker,0,zaf
2001,15,Black African,Not economically active,801503.9015,zaf
2001,15,Black African,Unspecified,0,zaf
2001,15,Black African,Not applicable,0,zaf
2001,16,White,Employed,2353.416972,zaf
2001,16,White,Unemployed,1118.752395,zaf
2001,16,White,Discouraged work-seeker,0,zaf
2001,16,White,Not economically active,70197.96322,zaf
2001,16,White,Unspecified,0,zaf
2001,16,White,Not applicable,0,zaf
2001,16,Black African,Employed,8872.347307,zaf
2001,16,Black African,Unemployed,41751.43248,zaf
2001,16,Black African,Discouraged work-seeker,0,zaf
2001,16,Black African,Not economically active,794143.0707,zaf
2001,16,Black African,Unspecified,0,zaf
2001,16,Black African,Not applicable,0,zaf
2001,17,White,Employed,4212.208046,zaf
2001,17,White,Unemployed,2106.841652,zaf
2001,17,White,Discouraged work-seeker,0,zaf
2001,17,White,Not economically active,66166.09511,zaf
2001,17,White,Unspecified,0,zaf
2001,17,White,Not applicable,0,zaf
2001,17,Black African,Employed,13751.69834,zaf
2001,17,Black African,Unemployed,63982.3363,zaf
2001,17,Black African,Discouraged work-seeker,0,zaf
2001,17,Black African,Not economically active,725076.3903,zaf
2001,17,Black African,Unspecified,0,zaf
2001,17,Black African,Not applicable,0,zaf
2001,18,White,Employed,10862.89536,zaf
2001,18,White,Unemployed,4101.219208,zaf
2001,18,White,Discouraged work-seeker,0,zaf
2001,18,White,Not economically active,57759.68596,zaf
2001,18,White,Unspecified,0,zaf
2001,18,White,Not applicable,0,zaf
2001,18,Black African,Employed,24739.16935,zaf
2001,18,Black African,Unemployed,109643.1377,zaf
2001,18,Black African,Discouraged work-seeker,0,zaf
2001,18,Black African,Not economically active,676713.6943,zaf
2001,18,Black African,Unspecified,0,zaf
2001,18,Black African,Not applicable,0,zaf
2001,19,White,Employed,22787.96058,zaf
2001,19,White,Unemployed,6469.388331,zaf
2001,19,White,Discouraged work-seeker,0,zaf
2001,19,White,Not economically active,37534.0497,zaf
2001,19,White,Unspecified,0,zaf
2001,19,White,Not applicable,0,zaf
2001,19,Black African,Employed,39242.96707,zaf
2001,19,Black African,Unemployed,163428.315,zaf
2001,19,Black African,Discouraged work-seeker,0,zaf
2001,19,Black African,Not economically active,600438.3411,zaf
2001,19,Black African,Unspecified,0,zaf
2001,19,Black African,Not applicable,0,zaf
2001,20,White,Employed,30038.01912,zaf
2001,20,White,Unemployed,5950.509777,zaf
2001,20,White,Discouraged work-seeker,0,zaf
2001,20,White,Not economically active,28818.73855,zaf
2001,20,White,Unspecified,0,zaf
2001,20,White,Not applicable,0,zaf
2001,20,Black African,Employed,59161.74718,zaf
2001,20,Black African,Unemployed,209047.212,zaf
2001,20,Black African,Discouraged work-seeker,0,zaf
2001,20,Black African,Not economically active,480864.4085,zaf
2001,20,Black African,Unspecified,0,zaf
2001,20,Black African,Not applicable,0,zaf
2001,21,White,Employed,33560.74148,zaf
2001,21,White,Unemployed,5190.739651,zaf
2001,21,White,Discouraged work-seeker,0,zaf
2001,21,White,Not economically active,23815.19117,zaf
2001,21,White,Unspecified,0,zaf
2001,21,White,Not applicable,0,zaf
2001,21,Black African,Employed,87503.2494,zaf
2001,21,Black African,Unemployed,263486.0428,zaf
2001,21,Black African,Discouraged work-seeker,0,zaf
2001,21,Black African,Not economically active,415388.0716,zaf
2001,21,Black African,Unspecified,0,zaf
2001,21,Black African,Not applicable,0,zaf
2001,22,White,Employed,35042.13712,zaf
2001,22,White,Unemployed,4274.759153,zaf
2001,22,White,Discouraged work-seeker,0,zaf
2001,22,White,Not economically active,16627.36073,zaf
2001,22,White,Unspecified,0,zaf
2001,22,White,Not applicable,0,zaf
2001,22,Black African,Employed,109311.9342,zaf
2001,22,Black African,Unemployed,283089.5693,zaf
2001,22,Black African,Discouraged work-seeker,0,zaf
2001,22,Black African,Not economically active,310899.8372,zaf
2001,22,Black African,Unspecified,0,zaf
2001,22,Black African,Not applicable,0,zaf
2001,23,White,Employed,38380.6601,zaf
2001,23,White,Unemployed,3762.404847,zaf
2001,23,White,Discouraged work-seeker,0,zaf
2001,23,White,Not economically active,12306.45726,zaf
2001,23,White,Unspecified,0,zaf
2001,23,White,Not applicable,0,zaf
2001,23,Black African,Employed,127712.5114,zaf
2001,23,Black African,Unemployed,282122.7001,zaf
2001,23,Black African,Discouraged work-seeker,0,zaf
2001,23,Black African,Not economically active,243272.8589,zaf
2001,23,Black African,Unspecified,0,zaf
2001,23,Black African,Not applicable,0,zaf
2001,24,White,Employed,42792.56358,zaf
2001,24,White,Unemployed,3573.188943,zaf
2001,24,White,Discouraged work-seeker,0,zaf
2001,24,White,Not economically active,9896.616802,zaf
2001,24,White,Unspecified,0,zaf
2001,24,White,Not applicable,0,zaf
2001,24,Black African,Employed,155585.1852,zaf
2001,24,Black African,Unemployed,298478.3369,zaf
2001,24,Black African,Discouraged work-seeker,0,zaf
2001,24,Black African,Not economically active,218672.8059,zaf
2001,24,Black African,Unspecified,0,zaf
2001,24,Black African,Not applicable,0,zaf
2001,25,White,Employed,47179.28189,zaf
2001,25,White,Unemployed,3639.554205,zaf
2001,25,White,Discouraged work-seeker,0,zaf
2001,25,White,Not economically active,9363.539206,zaf
2001,25,White,Unspecified,0,zaf
2001,25,White,Not applicable,0,zaf
2001,25,Black African,Employed,178625.4551,zaf
2001,25,Black African,Unemployed,297427.1239,zaf
2001,25,Black African,Discouraged work-seeker,0,zaf
2001,25,Black African,Not economically active,193116.5949,zaf
2001,25,Black African,Unspecified,0,zaf
2001,25,Black African,Not applicable,0,zaf
2001,26,White,Employed,47813.5846,zaf
2001,26,White,Unemployed,3402.018421,zaf
2001,26,White,Discouraged work-seeker,0,zaf
2001,26,White,Not economically active,8531.839308,zaf
2001,26,White,Unspecified,0,zaf
2001,26,White,Not applicable,0,zaf
2001,26,Black African,Employed,197837.0211,zaf
2001,26,Black African,Unemployed,290700.1301,zaf
2001,26,Black African,Discouraged work-seeker,0,zaf
2001,26,Black African,Not economically active,177716.6736,zaf
2001,26,Black African,Unspecified,0,zaf
2001,26,Black African,Not applicable,0,zaf
2001,27,White,Employed,49292.59318,zaf
2001,27,White,Unemployed,3185.59797,zaf
2001,27,White,Discouraged work-seeker,0,zaf
2001,27,White,Not economically active,8854.335496,zaf
2001,27,White,Unspecified,0,zaf
2001,27,White,Not applicable,0,zaf
2001,27,Black African,Employed,203118.1544,zaf
2001,27,Black African,Unemployed,268939.0872,zaf
2001,27,Black African,Discouraged work-seeker,0,zaf
2001,27,Black African,Not economically active,158395.0487,zaf
2001,27,Black African,Unspecified,0,zaf
2001,27,Black African,Not applicable,0,zaf
2001,28,White,Employed,50951.62279,zaf
2001,28,White,Unemployed,3089.510557,zaf
2001,28,White,Discouraged work-seeker,0,zaf
2001,28,White,Not economically active,8924.794337,zaf
2001,28,White,Unspecified,0,zaf
2001,28,White,Not applicable,0,zaf
2001,28,Black African,Employed,207698.7052,zaf
2001,28,Black African,Unemployed,248109.2685,zaf
2001,28,Black African,Discouraged work-seeker,0,zaf
2001,28,Black African,Not economically active,144710.6399,zaf
2001,28,Black African,Unspecified,0,zaf
2001,28,Black African,Not applicable,0,zaf
2001,29,White,Employed,54710.71354,zaf
2001,29,White,Unemployed,3140.65847,zaf
2001,29,White,Discouraged work-seeker,0,zaf
2001,29,White,Not economically active,9592.586575,zaf
2001,29,White,Unspecified,0,zaf
2001,29,White,Not applicable,0,zaf
2001,29,Black African,Employed,224776.1952,zaf
2001,29,Black African,Unemployed,246347.2962,zaf
2001,29,Black African,Discouraged work-seeker,0,zaf
2001,29,Black African,Not economically active,146651.8774,zaf
2001,29,Black African,Unspecified,0,zaf
2001,29,Black African,Not applicable,0,zaf
2001,30,White,Employed,58001.02295,zaf
2001,30,White,Unemployed,3258.71044,zaf
2001,30,White,Discouraged work-seeker,0,zaf
2001,30,White,Not economically active,10418.02488,zaf
2001,30,White,Unspecified,0,zaf
2001,30,White,Not applicable,0,zaf
2001,30,Black African,Employed,193817.7689,zaf
2001,30,Black African,Unemployed,194884.0887,zaf
2001,30,Black African,Discouraged work-seeker,0,zaf
2001,30,Black African,Not economically active,118947.9129,zaf
2001,30,Black African,Unspecified,0,zaf
2001,30,Black African,Not applicable,0,zaf
2001,31,White,Employed,56988.26613,zaf
2001,31,White,Unemployed,2972.341489,zaf
2001,31,White,Discouraged work-seeker,0,zaf
2001,31,White,Not economically active,10668.74053,zaf
2001,31,White,Unspecified,0,zaf
2001,31,White,Not applicable,0,zaf
2001,31,Black African,Employed,230215.2369,zaf
2001,31,Black African,Unemployed,215675.2384,zaf
2001,31,Black African,Discouraged work-seeker,0,zaf
2001,31,Black African,Not economically active,135825.9531,zaf
2001,31,Black African,Unspecified,0,zaf
2001,31,Black African,Not applicable,0,zaf
2001,32,White,Employed,55311.6827,zaf
2001,32,White,Unemployed,2843.521279,zaf
2001,32,White,Discouraged work-seeker,0,zaf
2001,32,White,Not economically active,10559.55194,zaf
2001,32,White,Unspecified,0,zaf
2001,32,White,Not applicable,0,zaf
2001,32,Black African,Employed,218273.3745,zaf
2001,32,Black African,Unemployed,187404.7851,zaf
2001,32,Black African,Discouraged work-seeker,0,zaf
2001,32,Black African,Not economically active,120137.3479,zaf
2001,32,Black African,Unspecified,0,zaf
2001,32,Black African,Not applicable,0,zaf
2001,33,White,Employed,53526.65677,zaf
2001,33,White,Unemployed,2827.746622,zaf
2001,33,White,Discouraged work-seeker,0,zaf
2001,33,White,Not economically active,10898.46977,zaf
2001,33,White,Unspecified,0,zaf
2001,33,White,Not applicable,0,zaf
2001,33,Black African,Employed,222349.9915,zaf
2001,33,Black African,Unemployed,178888.8028,zaf
2001,33,Black African,Discouraged work-seeker,0,zaf
2001,33,Black African,Not economically active,118654.2455,zaf
2001,33,Black African,Unspecified,0,zaf
2001,33,Black African,Not applicable,0,zaf
2001,34,White,Employed,52682.35235,zaf
2001,34,White,Unemployed,2639.168919,zaf
2001,34,White,Discouraged work-seeker,0,zaf
2001,34,White,Not economically active,11045.33178,zaf
2001,34,White,Unspecified,0,zaf
2001,34,White,Not applicable,0,zaf
2001,34,Black African,Employed,191448.2197,zaf
2001,34,Black African,Unemployed,146824.5599,zaf
2001,34,Black African,Discouraged work-seeker,0,zaf
2001,34,Black African,Not economically active,97570.15664,zaf
2001,34,Black African,Unspecified,0,zaf
2001,34,Black African,Not applicable,0,zaf
2001,35,White,Employed,51949.66252,zaf
2001,35,White,Unemployed,2662.152616,zaf
2001,35,White,Discouraged work-seeker,0,zaf
2001,35,White,Not economically active,11090.05863,zaf
2001,35,White,Unspecified,0,zaf
2001,35,White,Not applicable,0,zaf
2001,35,Black African,Employed,206086.3411,zaf
2001,35,Black African,Unemployed,153145.9241,zaf
2001,35,Black African,Discouraged work-seeker,0,zaf
2001,35,Black African,Not economically active,106497.6031,zaf
2001,35,Black African,Unspecified,0,zaf
2001,35,Black African,Not applicable,0,zaf
2001,36,White,Employed,51502.6431,zaf
2001,36,White,Unemployed,2697.604646,zaf
2001,36,White,Discouraged work-seeker,0,zaf
2001,36,White,Not economically active,11541.54138,zaf
2001,36,White,Unspecified,0,zaf
2001,36,White,Not applicable,0,zaf
2001,36,Black African,Employed,215207.1781,zaf
2001,36,Black African,Unemployed,156117.907,zaf
2001,36,Black African,Discouraged work-seeker,0,zaf
2001,36,Black African,Not economically active,111776.9461,zaf
2001,36,Black African,Unspecified,0,zaf
2001,36,Black African,Not applicable,0,zaf
2001,37,White,Employed,52325.48977,zaf
2001,37,White,Unemployed,2752.624173,zaf
2001,37,White,Discouraged work-seeker,0,zaf
2001,37,White,Not economically active,11386.91059,zaf
2001,37,White,Unspecified,0,zaf
2001,37,White,Not applicable,0,zaf
2001,37,Black African,Employed,208032.4743,zaf
2001,37,Black African,Unemployed,146190.4727,zaf
2001,37,Black African,Discouraged work-seeker,0,zaf
2001,37,Black African,Not economically active,107595.1479,zaf
2001,37,Black African,Unspecified,0,zaf
2001,37,Black African,Not applicable,0,zaf
2001,38,White,Employed,53482.9736,zaf
2001,38,White,Unemployed,2921.3913,zaf
2001,38,White,Discouraged work-seeker,0,zaf
2001,38,White,Not economically active,12150.48873,zaf
2001,38,White,Unspecified,0,zaf
2001,38,White,Not applicable,0,zaf
2001,38,Black African,Employed,213860.8816,zaf
2001,38,Black African,Unemployed,147204.4429,zaf
2001,38,Black African,Discouraged work-seeker,0,zaf
2001,38,Black African,Not economically active,111295.3607,zaf
2001,38,Black African,Unspecified,0,zaf
2001,38,Black African,Not applicable,0,zaf
2001,39,White,Employed,53758.75561,zaf
2001,39,White,Unemployed,2719.660749,zaf
2001,39,White,Discouraged work-seeker,0,zaf
2001,39,White,Not economically active,12298.55925,zaf
2001,39,White,Unspecified,0,zaf
2001,39,White,Not applicable,0,zaf
2001,39,Black African,Employed,203753.3092,zaf
2001,39,Black African,Unemployed,137296.5406,zaf
2001,39,Black African,Discouraged work-seeker,0,zaf
2001,39,Black African,Not economically active,107254.6662,zaf
2001,39,Black African,Unspecified,0,zaf
2001,39,Black African,Not applicable,0,zaf
2001,40,White,Employed,54855.05522,zaf
2001,40,White,Unemployed,2914.220995,zaf
2001,40,White,Discouraged work-seeker,0,zaf
2001,40,White,Not economically active,12711.34646,zaf
2001,40,White,Unspecified,0,zaf
2001,40,White,Not applicable,0,zaf
2001,40,Black African,Employed,182656.5523,zaf
2001,40,Black African,Unemployed,116175.1379,zaf
2001,40,Black African,Discouraged work-seeker,0,zaf
2001,40,Black African,Not economically active,96322.78814,zaf
2001,40,Black African,Unspecified,0,zaf
2001,40,Black African,Not applicable,0,zaf
2001,41,White,Employed,54273.29036,zaf
2001,41,White,Unemployed,2675.000446,zaf
2001,41,White,Discouraged work-seeker,0,zaf
2001,41,White,Not economically active,13002.07273,zaf
2001,41,White,Unspecified,0,zaf
2001,41,White,Not applicable,0,zaf
2001,41,Black African,Employed,195568.4271,zaf
2001,41,Black African,Unemployed,126320.1995,zaf
2001,41,Black African,Discouraged work-seeker,0,zaf
2001,41,Black African,Not economically active,107229.1053,zaf
2001,41,Black African,Unspecified,0,zaf
2001,41,Black African,Not applicable,0,zaf
2001,42,White,Employed,52390.84119,zaf
2001,42,White,Unemployed,2639.27852,zaf
2001,42,White,Discouraged work-seeker,0,zaf
2001,42,White,Not economically active,12755.32675,zaf
2001,42,White,Unspecified,0,zaf
2001,42,White,Not applicable,0,zaf
2001,42,Black African,Employed,175268.9967,zaf
2001,42,Black African,Unemployed,110043.5368,zaf
2001,42,Black African,Discouraged work-seeker,0,zaf
2001,42,Black African,Not economically active,96853.22922,zaf
2001,42,Black African,Unspecified,0,zaf
2001,42,Black African,Not applicable,0,zaf
2001,43,White,Employed,51889.34915,zaf
2001,43,White,Unemployed,2625.47069,zaf
2001,43,White,Discouraged work-seeker,0,zaf
2001,43,White,Not economically active,13294.1842,zaf
2001,43,White,Unspecified,0,zaf
2001,43,White,Not applicable,0,zaf
2001,43,Black African,Employed,178483.2787,zaf
2001,43,Black African,Unemployed,110614.3914,zaf
2001,43,Black African,Discouraged work-seeker,0,zaf
2001,43,Black African,Not economically active,100877.2614,zaf
2001,43,Black African,Unspecified,0,zaf
2001,43,Black African,Not applicable,0,zaf
2001,44,White,Employed,48994.492,zaf
2001,44,White,Unemployed,2504.202371,zaf
2001,44,White,Discouraged work-seeker,0,zaf
2001,44,White,Not economically active,12973.64044,zaf
2001,44,White,Unspecified,0,zaf
2001,44,White,Not applicable,0,zaf
2001,44,Black African,Employed,152115.9639,zaf
2001,44,Black African,Unemployed,92854.21149,zaf
2001,44,Black African,Discouraged work-seeker,0,zaf
2001,44,Black African,Not economically active,87745.74349,zaf
2001,44,Black African,Unspecified,0,zaf
2001,44,Black African,Not applicable,0,zaf
2001,45,White,Employed,46993.31788,zaf
2001,45,White,Unemployed,2476.047976,zaf
2001,45,White,Discouraged work-seeker,0,zaf
2001,45,White,Not economically active,13212.82441,zaf
2001,45,White,Unspecified,0,zaf
2001,45,White,Not applicable,0,zaf
2001,45,Black African,Employed,147061.9078,zaf
2001,45,Black African,Unemployed,88664.0414,zaf
2001,45,Black African,Discouraged work-seeker,0,zaf
2001,45,Black African,Not economically active,88353.19321,zaf
2001,45,Black African,Unspecified,0,zaf
2001,45,Black African,Not applicable,0,zaf
2001,46,White,Employed,44709.14598,zaf
2001,46,White,Unemployed,2330.338503,zaf
2001,46,White,Discouraged work-seeker,0,zaf
2001,46,White,Not economically active,13150.35189,zaf
2001,46,White,Unspecified,0,zaf
2001,46,White,Not applicable,0,zaf
2001,46,Black African,Employed,131952.2719,zaf
2001,46,Black African,Unemployed,78495.08522,zaf
2001,46,Black African,Discouraged work-seeker,0,zaf
2001,46,Black African,Not economically active,84101.62194,zaf
2001,46,Black African,Unspecified,0,zaf
2001,46,Black African,Not applicable,0,zaf
2001,47,White,Employed,43053.83195,zaf
2001,47,White,Unemployed,2295.805773,zaf
2001,47,White,Discouraged work-seeker,0,zaf
2001,47,White,Not economically active,13006.35722,zaf
2001,47,White,Unspecified,0,zaf
2001,47,White,Not applicable,0,zaf
2001,47,Black African,Employed,129616.0164,zaf
2001,47,Black African,Unemployed,77615.51105,zaf
2001,47,Black African,Discouraged work-seeker,0,zaf
2001,47,Black African,Not economically active,85060.20502,zaf
2001,47,Black African,Unspecified,0,zaf
2001,47,Black African,Not applicable,0,zaf
2001,48,White,Employed,42112.71042,zaf
2001,48,White,Unemployed,2283.438838,zaf
2001,48,White,Discouraged work-seeker,0,zaf
2001,48,White,Not economically active,13490.99809,zaf
2001,48,White,Unspecified,0,zaf
2001,48,White,Not applicable,0,zaf
2001,48,Black African,Employed,126600.6199,zaf
2001,48,Black African,Unemployed,77604.30337,zaf
2001,48,Black African,Discouraged work-seeker,0,zaf
2001,48,Black African,Not economically active,89364.01876,zaf
2001,48,Black African,Unspecified,0,zaf
2001,48,Black African,Not applicable,0,zaf
2001,49,White,Employed,40600.35547,zaf
2001,49,White,Unemployed,2150.892641,zaf
2001,49,White,Discouraged work-seeker,0,zaf
2001,49,White,Not economically active,14287.90853,zaf
2001,49,White,Unspecified,0,zaf
2001,49,White,Not applicable,0,zaf
2001,49,Black African,Employed,129169.9398,zaf
2001,49,Black African,Unemployed,79378.73216,zaf
2001,49,Black African,Discouraged work-seeker,0,zaf
2001,49,Black African,Not economically active,97313.21149,zaf
2001,49,Black African,Unspecified,0,zaf
2001,49,Black African,Not applicable,0,zaf
2001,50,White,Employed,40015.77278,zaf
2001,50,White,Unemployed,2109.803054,zaf
2001,50,White,Discouraged work-seeker,0,zaf
2001,50,White,Not economically active,15818.58266,zaf
2001,50,White,Unspecified,0,zaf
2001,50,White,Not applicable,0,zaf
2001,50,Black African,Employed,98732.37751,zaf
2001,50,Black African,Unemployed,56135.41543,zaf
2001,50,Black African,Discouraged work-seeker,0,zaf
2001,50,Black African,Not economically active,83983.0078,zaf
2001,50,Black African,Unspecified,0,zaf
2001,50,Black African,Not applicable,0,zaf
2001,51,White,Employed,37117.8355,zaf
2001,51,White,Unemployed,1956.600763,zaf
2001,51,White,Discouraged work-seeker,0,zaf
2001,51,White,Not economically active,15688.99796,zaf
2001,51,White,Unspecified,0,zaf
2001,51,White,Not applicable,0,zaf
2001,51,Black African,Employed,104565.0153,zaf
2001,51,Black African,Unemployed,61545.4797,zaf
2001,51,Black African,Discouraged work-seeker,0,zaf
2001,51,Black African,Not economically active,96732.99952,zaf
2001,51,Black African,Unspecified,0,zaf
2001,51,Black African,Not applicable,0,zaf
2001,52,White,Employed,35633.17236,zaf
2001,52,White,Unemployed,1859.03796,zaf
2001,52,White,Discouraged work-seeker,0,zaf
2001,52,White,Not economically active,17233.53698,zaf
2001,52,White,Unspecified,0,zaf
2001,52,White,Not applicable,0,zaf
2001,52,Black African,Employed,88164.69407,zaf
2001,52,Black African,Unemployed,51147.53466,zaf
2001,52,Black African,Discouraged work-seeker,0,zaf
2001,52,Black African,Not economically active,89268.83589,zaf
2001,52,Black African,Unspecified,0,zaf
2001,52,Black African,Not applicable,0,zaf
2001,53,White,Employed,34107.9987,zaf
2001,53,White,Unemployed,1878.350168,zaf
2001,53,White,Discouraged work-seeker,0,zaf
2001,53,White,Not economically active,18383.58839,zaf
2001,53,White,Unspecified,0,zaf
2001,53,White,Not applicable,0,zaf
2001,53,Black African,Employed,79590.18461,zaf
2001,53,Black African,Unemployed,46528.69176,zaf
2001,53,Black African,Discouraged work-seeker,0,zaf
2001,53,Black African,Not economically active,87467.63732,zaf
2001,53,Black African,Unspecified,0,zaf
2001,53,Black African,Not applicable,0,zaf
2001,54,White,Employed,34243.70276,zaf
2001,54,White,Unemployed,1775.543829,zaf
2001,54,White,Discouraged work-seeker,0,zaf
2001,54,White,Not economically active,19923.96188,zaf
2001,54,White,Unspecified,0,zaf
2001,54,White,Not applicable,0,zaf
2001,54,Black African,Employed,69715.82604,zaf
2001,54,Black African,Unemployed,40283.38857,zaf
2001,54,Black African,Discouraged work-seeker,0,zaf
2001,54,Black African,Not economically active,80978.53818,zaf
2001,54,Black African,Unspecified,0,zaf
2001,54,Black African,Not applicable,0,zaf
2001,55,White,Employed,30117.11003,zaf
2001,55,White,Unemployed,1520.914574,zaf
2001,55,White,Discouraged work-seeker,0,zaf
2001,55,White,Not economically active,21033.71048,zaf
2001,55,White,Unspecified,0,zaf
2001,55,White,Not applicable,0,zaf
2001,55,Black African,Employed,59007.6424,zaf
2001,55,Black African,Unemployed,33872.67621,zaf
2001,55,Black African,Discouraged work-seeker,0,zaf
2001,55,Black African,Not economically active,77539.5816,zaf
2001,55,Black African,Unspecified,0,zaf
2001,55,Black African,Not applicable,0,zaf
2001,56,White,Employed,26479.25923,zaf
2001,56,White,Unemployed,1465.891468,zaf
2001,56,White,Discouraged work-seeker,0,zaf
2001,56,White,Not economically active,21583.7962,zaf
2001,56,White,Unspecified,0,zaf
2001,56,White,Not applicable,0,zaf
2001,56,Black African,Employed,53471.06118,zaf
2001,56,Black African,Unemployed,31115.95556,zaf
2001,56,Black African,Discouraged work-seeker,0,zaf
